,title,is_transaction
143,"Mau Tahu Rahasia Suksesnya Website? Yuk, Join Webinar Google SiteKit! from:rumahweb.co.id",False
144,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 25 Oktober 2024 from:tokopedia.com,True
145,Your Grab E-Receipt from:grab.com,True
146,Your Grab E-Receipt from:grab.com,True
147,"🍃 SIDO: Penjualan Tolak Angin Turun, Kinerja 9M24 di Bawah Ekspektasi from:stockbit.com",False
148,"📉 UNVR: Kinerja 3Q24 Memburuk, di Bawah Ekspektasi from:stockbit.com",False
149,Your Grab E-Receipt from:grab.com,True
150,BESOK Penawaran ORI026 Ditutup🚨 from:bibit.id,False
151,Cara Alokasikan Dana untuk Optimalkan Return 📈 from:bibit.id,False
152,Your Grab E-Receipt from:grab.com,True
153,"🔻 Rupiah Kembali Tertekan, BI Intervensi from:stockbit.com",False
154,Your Grab E-Receipt from:grab.com,True
155,Your Grab E-Receipt from:grab.com,True
156,"Modal Rp100 Juta, Bisa Dapat Dividen Berapa Tiap Bulan? from:bibit.id",False
157,📒 Catatan Penting dari Pidato Pelantikan Prabowo from:stockbit.com,False
158,"Recommended: Foundations: Data, Data, Everywhere from:m.learn.coursera.org",False
159,Your Grab E-Receipt from:grab.com,True
160,📣 BARU! SIP Obligasi FR: Beli Obligasi Rutin Jadi Otomatis from:bibit.id,False
161,Your Grab E-Receipt from:grab.com,True
162,Pesanan Dibatalkan: “Kabel XLR TaffSTUDIO M/F Micro...” from:tokopedia.com,False
163,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 20 Oktober 2024 from:tokopedia.com,True
164,CodeChef Pro discount expires today from:codechef.com,False
165,🧑‍🔧 Announcement: Optimization of the debit card system. from:jago.com,False
166,☕  Strategi Pick and Shovel dalam Investasi Saham hingga Mengukur Volume yang Dibutuhkan Big Money untuk Menggerakkan Saham from:stockbit.com,False
167,🪨 ADRO: Update Rencana Spin–off AAI from:stockbit.com,False
168,👇 Privacy policy update information at Jago from:jago.com,False
169,AdSense account (pub-0000000000000) has been deactivated from:google.com,False
170,ARNA: High Quality Company with Industry Turnaround from:stockbit.com,False
171,⚖️ Pemerintah Rilis Tarif Anti–Dumping Keramik Impor from:stockbit.com,False
172,"Dalam 1 Hari, Website Kamu Jadi Lebih Baik! from:rumahweb.co.id",False
173,Your Grab E-Receipt from:grab.com,True
174,Your Grab E-Receipt from:grab.com,True
175,Informasi terkait pelayanan top-up OVO from:grab.com,False
176,Promo YaHUT Gojek segera berakhir! from:marketing.go-jek.com,False
177,Notifikasi Informasi Transaksi Nasabah Produk Investasi pada PT Bibit Tumbuh Bersama from:ksei.co.id,False
178,"Makan Maksimal 22 ribu, Tanpa Syarat⁉️ 😱 from:marketing.go-jek.com",False
179,"🏦 BBTN Dirumorkan Sepakati Nilai Akuisisi Bank Syariah Rp1,7 T from:stockbit.com",False
180,Unit Reksa Dana Kamu Sudah Masuk from:bibit.id,True
181,Your Grab E-Receipt from:grab.com,True
182,Your Grab E-Receipt from:grab.com,True
183,Pengumuman Daftar Saham yang Memiliki Notasi Khusus & Dalam Pemantauan Khusus from:stockbit.com,False
184,Your plan has been renewed! 🎉 from:grab.com,False
185,Internet Transaction Journal from:bca.co.id,True
186,"💼 Calon Menteri Dipanggil, Sri Mulyani Kembali Diminta Jadi Menteri Keuangan from:stockbit.com",False
187,NEW! Reksa Dana Pasar Uang Grow Dana Optima Kas Utama from:bibit.id,False
188,Your Grab E-Receipt from:grab.com,True
189,Pembayaran kamu sudah berhasil diterima from:bibit.id,True
190,Your Grab E-Receipt from:grab.com,True
191,Kupon FR0090 Kamu Sudah Cair from:bibit.id,True
192,Internet Transaction Journal from:bca.co.id,True
193,💰 China Rencanakan Stimulus Fiskal Tanpa Detail Kunci from:stockbit.com,False
194,Recommended: Google Data Analytics from:m.learn.coursera.org,False
195,Your Grab E-Receipt from:grab.com,True
196,Welcome to the CodeChef community from:codechef.com,False
197,Your Grab E-Receipt from:grab.com,True
198,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
199,Content Deletion Notice - Inactive Replit Account from:mail.replit.com,False
200,Internet Transaction Journal from:bca.co.id,True
201,Checkout Pesanan dengan BCA Virtual Account Berhasil tanggal 13 Oktober 2024 from:tokopedia.com,True
202,Menunggu Pembayaran BCA Virtual Account untuk pembayaran PYM/00000000/XXIV/X/000000000 from:tokopedia.com,False
203,You have made a transaction using your debit card from:jago.com,True
204,🧐 Help Jago to know you better! Only 2 minutes. from:jago.com,False
205,Your Grab E-Receipt from:grab.com,True
206,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
207,Pesanan Selesai: “barang pesanan dummy” dan 1 Item Lainnya from:tokopedia.com,False
208,Update to LinkedIn’s Terms of Service from:linkedin.com,False
209,Your Grab E-Receipt from:grab.com,True
210,Insufficient balance for debit card transactions from:jago.com,False
211,You've been charged an insufficient funds fee. from:jago.com,False
212,Your Grab E-Receipt from:grab.com,True
213,Bibit Monthly Insight - September 2024 from:bibit.id,False
214,Your Grab E-Receipt from:grab.com,True
215,Your Grab E-Receipt from:grab.com,True
216,☕ Pengaruh Stimulus China Terhadap Indonesia hingga Big Bank vs Everybody from:stockbit.com,False
217,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 12 Oktober 2024 from:tokopedia.com,True
218,🏠 Sektor Properti: Stimulus & Kebijakan di Era Pemerintahan Baru from:stockbit.com,False
219,OVO Points di Tokopedia akan Dinonaktifkan from:tokopedia.com,False
220,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
221,Your Payment Receipt for PDAM Kota Surabaya on GoPay from:gotagihan.gojek.com,True
222,Your Grab E-Receipt from:grab.com,True
223,"Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com",False
224,Your Payment Receipt for PDAM Kota Surabaya on GoPay from:gotagihan.gojek.com,True
225,Your Payment Receipt for PDAM Kota Surabaya on GoPay from:gotagihan.gojek.com,True
226,Your Payment Receipt for PDAM Kota Surabaya on GoPay from:gotagihan.gojek.com,True
227,Accelerate development with AI from:pipedream.com,False
228,"🛒 EMTK Borong Saham BUKA ~Rp1,2 T from:stockbit.com",False
229,NEW! 2 Produk Reksa Dana Grow Investments Indonesia from:bibit.id,False
230,Internet Transaction Journal from:bca.co.id,True
231,Beli makan di GoFood bisa HEMAT s.d. 50% 🙌 from:marketing.go-jek.com,False
232,Your Grab E-Receipt from:grab.com,True
233,Kupon ST012-T2 Kamu Sudah Cair ke RDN Wallet from:bibit.id,True
234,Kupon SBR013-T4 Kamu Sudah Cair ke RDN Wallet from:bibit.id,True
235,Kupon SR020-T5 Kamu Sudah Cair ke RDN Wallet from:bibit.id,True
236,Nikmati promo YaHUT dari Gojek! from:marketing.go-jek.com,False
237,Recommended: Foundations of Digital Marketing and E-commerce from:m.learn.coursera.org,False
238,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 10 Oktober 2024 from:tokopedia.com,True
239,🔃 LEAD Konversi Utang US$20 Juta Seharga Rp186/Saham from:stockbit.com,False
240,Reinvestasi Kupon SBN Biar Makin Untung 💰 from:bibit.id,False
241,Internet Transaction Journal from:bca.co.id,True
242,Internet Transaction Journal from:bca.co.id,True
243,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 9 Oktober 2024 from:tokopedia.com,True
244,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 9 Oktober 2024 from:tokopedia.com,True
245,Statement of Account John Doe 07-09-2024 from:stockbit.com,True
246,"⏬ Foreign Outflow Mereda, IHSG Berhasil Rebound from:stockbit.com",False
247,Bagaimana Dampak Rate Cut Terhadap Reksa Dana Obligasi? from:bibit.id,False
248,Your Grab E-Receipt from:grab.com,True
249,Internet Transaction Journal from:bca.co.id,True
250,Your September Search performance for censored.org from:google.com,False
251,"👷 Serapan Tenaga Kerja AS Lampaui Ekspektasi, Rupiah Tertekan from:stockbit.com",False
252,Your Grab E-Receipt from:grab.com,True
253,Your Grab E-Receipt from:grab.com,True
254,Your Grab E-Receipt from:grab.com,True
255,Your Grab ride e-receipt |  Business trip? Access Business profile for easy claiming from:grab.com,False
256,Your Google Play Order Receipt from 6 Oct 2024 from:google.com,True
257,🧑‍🔧 System maintenance announcement from:jago.com,False
258,☕ Strategi Menghadapi Earning Season hingga Pengertian dan Antisipasi  Investor Jelang Kebijakan Short Selling from:stockbit.com,False
259,Bukti Pembayaran BPJS di GoPay from:gotagihan.gojek.com,True
260,Bukti Pembayaran BPJS di GoPay from:gotagihan.gojek.com,True
261,Simpan Uang di Reksa Dana Pasar Uang Bisa Lebih Untung dari Bank💰 from:bibit.id,False
262,Internet Transaction Journal from:bca.co.id,True
263,Internet Transaction Journal from:bca.co.id,True
264,Internet Transaction Journal from:bca.co.id,True
265,"Suku Bunga Turun, Apakah Terlambat Beli Obligasi & Saham? from:bibit.id",False
266,Pemesanan Lokomart from:reska.id,False
267,Bukti Pembayaran Addon PT. KAI Persero (1210810223026) from:kai.id,True
268,📈 Minyak Melonjak Usai Biden Singgung Peluang Israel Serang Iran from:stockbit.com,False
269,Your Grab E-Receipt from:grab.com,True
270,Here’s what you spent in September from:customers.go-pay.co.id,True
271,Your Grab E-Receipt from:grab.com,True
272,Pesanan Selesai: “barang pesanan dummy” dan 1 Item Lainnya from:tokopedia.com,False
273,Pembayaran Pembelian Obligasi Negara Ritel Berhasil Diterima from:bibit.id,True
274,Pemesanan SBN Ritel from:kemenkeu.go.id,False
275,"Selamat, Transaksi Penerimaan Negara Online Anda BERHASIL from:tokopedia.com",True
276,Internet Transaction Journal from:bca.co.id,True
277,Menunggu Pembayaran Untuk SBN - SBN from:tokopedia.com,False
278,Petunjuk Pembayaran SBN from:bibit.id,False
279,Pemesanan SBN Ritel from:kemenkeu.go.id,True
280,Internet Transaction Journal from:bca.co.id,True
281,Bukti Pembayaran PLN Pascabayar di GoPay from:gotagihan.gojek.com,True
282,Your Payment Receipt for PDAM Kota Surabaya on GoPay from:gotagihan.gojek.com,True
283,Your Payment Receipt for Indihome on GoPay from:gotagihan.gojek.com,True
284,Your Jago Pocket has received some money from GoPay from:jago.com,True
285,Internet Transaction Journal from:bca.co.id,True
286,Advance Booking: free personal accident coverage from:grab.com,False
287,Tap into Microsoft Copilot for your everyday tasks from:m.learn.coursera.org,False
288,⛓️‍💥 PNBN: Keluarga Gunawan dan ANZ Berencana Divestasi from:stockbit.com,False
289,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 3 Oktober 2024 from:tokopedia.com,True
290,Tonton Recap Pelatihan Online One Day Training! from:rumahweb.co.id,False
291,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
292,Pesanan Selesai: “barang pesanan dummy” dan 1 Item Lainnya from:tokopedia.com,True
293,Internet Transaction Journal from:bca.co.id,True
294,"🛢️ Minyak Naik +2,65% Imbas Serangan Iran ke Israel from:stockbit.com",False
295,OTP REGISTER PT. KAI Persero from:kai.id,False
296,Your Grab E-Receipt from:grab.com,True
297,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
298,Your Grab E-Receipt from:grab.com,True
299,Kamu dapat Kupon Top Up & Tagihan Diskon Hingga Rp10rb 🎉 from:newsletter.tokopedia.com,False
300,Pesanan Selesai: “barang pesanan dummy” dan 1 Item Lainnya from:tokopedia.com,False
301,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
302,Your Grab E-Receipt from:grab.com,True
303,Introducing Memento Database Desktop 3.4: Exciting New Features Await! from:mementodatabase.com,False
304,"⚠️ IHSG Catat Foreign Outflow, Kesempatan Beli Big Banks from:stockbit.com",False
305,Your Grab E-Receipt from:grab.com,True
306,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 1 Oktober 2024 from:tokopedia.com,True
307,Your Grab E-Receipt from:grab.com,True
308,Recommended: Chinese for Beginners from:m.learn.coursera.org,False
309,"🏧 BMRI Agustus 2024: Laba Bersih -5,4% MoM, +6,4% YoY from:stockbit.com",False
310,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 30 September 2024 from:tokopedia.com,True
311,Beli makan di GoFood bisa HEMAT s.d. 50% 🙌 from:marketing.go-jek.com,False
312,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 30 September 2024 from:tokopedia.com,True
313,Your Grab E-Receipt from:grab.com,True
314,Your Grab E-Receipt from:grab.com,True
315,Your Grab E-Receipt from:grab.com,True
316,Your Grab E-Receipt from:grab.com,True
317,Your Grab E-Receipt from:grab.com,True
318,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 30 September 2024 from:tokopedia.com,True
319,Pesanan Dibatalkan & Dana Dikembalikan: “PANCI MASAK TIMBANGAN BLIRIK P...” from:tokopedia.com,False
320,Proteksi Kerusakan Total akan aktif setelah pesanan selesai from:tokopedia.com,False
321,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 30 September 2024 from:tokopedia.com,False
322,⏳ Big savings end tomorrow! from:m.learn.coursera.org,False
323,Internet Transaction Journal from:bca.co.id,True
324,Internet Transaction Journal from:bca.co.id,True
325,Internet Transaction Journal from:bca.co.id,True
326,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 28 September 2024 from:tokopedia.com,True
327,Your Grab E-Receipt from:grab.com,True
328,"RESMI! Return SBN ORI26 Tembus 6,40% per Tahun from:bibit.id",True
329,"☕ Kronologi Bren, FTSE dan MSCI hingga Efektivitas Strategi Diversifikasi dalam Investasi from:stockbit.com",False
330,🛢️ OPEC+ Lanjutkan Peningkatan Produksi Pada Desember 2024 from:stockbit.com,False
331,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
332,Your Grab E-Receipt from:grab.com,True
333,Your Grab E-Receipt from:grab.com,True
334,Reksa Dana Obligasi Sedang UPTREND! 📈 from:bibit.id,False
335,Your Grab E-Receipt from:grab.com,True
336,New from DeepLearning.AI–learn to code with GenAI from:m.learn.coursera.org,False
337,"📈 Evaluasi Minor IHSG: Bobot AMMN Naik, BBRI Turun from:stockbit.com",False
338,Advance Booking: free personal accident coverage from:grab.com,False
339,"Suku Bunga Mulai Turun, Investasi Apa yang Bagus? from:bibit.id",False
340,Internet Transaction Journal from:bca.co.id,True
341,Internet Transaction Journal from:bca.co.id,True
342,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 26 September 2024 from:tokopedia.com,True
343,Internet Transaction Journal from:bca.co.id,True
344,Your Jago Pocket has received some money from GoPay from:jago.com,True
345,Your Grab E-Receipt from:grab.com,True
346,🐼 PBoC Pangkas Suku Bunga Jangka Menengah Usai Umumkan Paket Stimulus from:stockbit.com,False
347,Pilihan Investasi Buat Tabungin Gaji Bulan Ini from:bibit.id,False
348,Your Grab E-Receipt from:grab.com,True
349,⏰ The clock’s ticking! $120 off ends soon. from:m.learn.coursera.org,False
350,Microsoft account security code from:accountprotection.microsoft.com,False
351,Internet Transaction Journal from:bca.co.id,True
352,Your Grab E-Receipt from:grab.com,True
353,Your Grab E-Receipt from:grab.com,True
354,Your 1-year learning roadmap 🚀 from:m.learn.coursera.org,False
355,Recommended: Chinese for Beginners from:m.learn.coursera.org,False
356,Besok! Rahasia Meningkatkan Peringkat Website di Google Terbongkar! from:rumahweb.co.id,False
357,Your Grab E-Receipt from:grab.com,True
358,Your Grab E-Receipt from:grab.com,True
359,Your Grab E-Receipt from:grab.com,True
360,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
361,Saatnya Pindah ke Hosting Rumahweb! Gratis 3 Bulan from:rumahweb.co.id,False
362,Optimizing Your Portfolio: Navigating the Rate Cut Cycle from:bibit.id,False
363,"Coming Soon! Habis SR021, Terbit ORI026 from:bibit.id",False
364,"☕Hubungan BI Rate, The Fed Rate, dan IHSG hingga Strategi Diversifikasi Porto Guna Capai Profit Maksimal & Meminimalisir Risiko Investasi from:stockbit.com",False
365,Internet Transaction Journal from:bca.co.id,True
366,Grow Your Money During the Interest Rate Cut Cycle from:bibit.id,False
367,Gmail is now fully supported on Pipedream from:pipedream.com,False
368,⏬ Pemerintah Turunkan Tarif Pungutan Ekspor CPO from:stockbit.com,False
369,Pesanan Selesai: “barang pesanan dummy” from:tokopedia.com,False
370,New! Learn how Google experts use AI from:m.learn.coursera.org,False
371,Reverse Engineering from Excel and Tx Deployment Environments among other SqlDBM enhancements!📌 from:sqldbm.com,False
372,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 19 September 2024 from:tokopedia.com,True
373,🔪 The Fed Mulai Siklus Pemangkasan Suku Bunga from:stockbit.com,False
374,Checkout Pesanan dengan GoPay Tabungan by Jago Berhasil tanggal 19 September 2024 from:tokopedia.com,True
375,If Only I Had Kept Buying Reksa Dana Obligasi Since Sept 2023 from:bibit.id,False
376,Internet Transaction Journal from:bca.co.id,True
377,Internet Transaction Journal from:bca.co.id,True
378,"✂️ BI Rate Turun -25 Bps, di Luar Ekspektasi from:stockbit.com",False
379,Your Grab E-Receipt from:grab.com,True
380,Important notice regarding your AdSense account from:google.com,False
381,"TSPC – Ticking All The Boxes: Growth, Dividend, Valuation from:stockbit.com",False
382,Your Grab E-Receipt from:grab.com,True
383,"⚖️ Neraca Perdagangan Indonesia Surplus, Lampaui Ekspektasi from:stockbit.com",False
384,"John, ada yang nungguin kamu 🥰 from:newsletter.tokopedia.com",False
385,Your Grab E-Receipt from:grab.com,True
386,Bongkar Rahasia Website Rame di Sini! from:rumahweb.co.id,False
387,Trading dan Belajar Analisis hingga Manajemen Portofolio Bersama Sunar Saham from:stockbit.com,False
